id,gender,age,education,combined_covid_conspriacy,china_covid_conspiracy,generic_covid_conspiracy,generic_covid_conspiracy_wo_hoax,combined_covid_conspriacy_wo_hoax,negative_feelings_italy,negative_feelings_china,negative_feelings_roma,social_distance_italy,social_distance_china,social_distance_roma,discrimination_italy,discrimination_china,discrimination_roma,italy_composite,china_composite,roma_comspotie,information_exposure,anxiety,lack_of_control
90,1,32,3,5,5,5,5,5,50,50,72,1,1,6,7,7,7,.318848573212438,.0461086932223453,1.07720301665568,3.66666666666667,1,2.5
91,2,21,3,1.58333333333333,1.25,1.75,1.85714285714286,1.63636363636364,50,50,50,3.66666666666667,4,4,4,4,4,.997415710389781,.733566701192873,.0527137382696412,5,2,3.25
92,2,23,5,1.25,1,1.375,1.42857142857143,1.27272727272727,50,50,50,1,1,1,1,4,1,-.44466044248593,-.300371555217456,-1.09240494069458,6.33333333333333,4.75,4.75
93,2,21,3,1,1,1,1,1,50,50,50,1,1,2.33333333333333,3,5,2,-.19015743725314,-.184878139070855,-.627771785408759,5,2.5,4.25
94,2,23,3,3.08333333333333,3,3.125,3,3,49,50,59,2.33333333333333,2.33333333333333,4.33333333333333,4,4,6,.457531266555269,.151969043524315,.410417995814162,4.33333333333333,3.5,2.75
95,1,31,3,3.33333333333333,3,3.5,3.57142857142857,3.36363636363636,50,90,60,3.33333333333333,3,3,1,1,1,.480178553563219,.412406631110136,-.460259271684182,3,2,2.5
96,1,33,3,2.58333333333333,2,2.875,3.14285714285714,2.72727272727273,50,50,98,1,1,6,2,2,4,-.317408939869535,-.531358387510656,.990163956629021,4,4.25,4
97,2,24,3,3.33333333333333,3,3.5,3.42857142857143,3.27272727272727,30,43,65,1,2.33333333333333,4,4,4,4,-.246746156735472,.0913912886411004,.174436602031348,3.66666666666667,2,1.75
98,1,30,3,2.08333333333333,2,2.125,2.14285714285714,2.09090909090909,56,10,100,2.33333333333333,1,5,7,2,2,.903680658981111,-.90132465133783,.50855383289282,5,2,4.25
99,1,30,3,2.08333333333333,2,2.125,2,2,100,100,100,7,7,7,7,7,7,3.16185679405869,2.57644303582697,1.60357529643955,3.66666666666667,2.25,2.5
100,2,20,3,2.41666666666667,3,2.125,2.28571428571429,2.54545454545455,41,63,80,1,1.66666666666667,4.33333333333333,1,1,4,-.527388542430356,-.311223741370103,.385206472452145,5.66666666666667,6,4.75
101,2,24,3,2.83333333333333,2.25,3.125,3.28571428571429,2.90909090909091,45,48,79,4,3.66666666666667,4,3,4,4,.955586340021896,.59867577254556,.288044608208942,5,1,1.75
102,2,24,4,3,3.5,2.75,3,3.18181818181818,27,50,71,1.66666666666667,1.66666666666667,5.33333333333333,6,5,4,.245020824752036,.0392089896567594,.588417117083975,5.66666666666667,5,6.75
103,2,24,4,1.5,1.75,1.375,1.42857142857143,1.54545454545455,39,49,58,1.33333333333333,1.33333333333333,1.66666666666667,3,4,4,-.157811737611103,-.201926198541474,-.546815038034075,5.66666666666667,5.75,4.25
