id,gender,age,education,combined_covid_conspriacy,china_covid_conspiracy,generic_covid_conspiracy,generic_covid_conspiracy_wo_hoax,combined_covid_conspriacy_wo_hoax,negative_feelings_italy,negative_feelings_china,negative_feelings_roma,social_distance_italy,social_distance_china,social_distance_roma,discrimination_italy,discrimination_china,discrimination_roma,italy_composite,china_composite,roma_comspotie,information_exposure,anxiety,lack_of_control
104,1,35,3,1.66666666666667,1.5,1.75,1.42857142857143,1.45454545454545,0,10,20,2.66666666666667,2.33333333333333,3.66666666666667,3,2,1,.0112534075701861,-.427421506940933,-.595341996275857,2.33333333333333,2.25,3.25
105,2,22,3,2.83333333333333,2.75,2.875,3,2.90909090909091,60,50,70,1,1,3.66666666666667,4,4,6,.0290141764126174,-.300371555217456,.297183878772953,4,5.75,4
106,2,23,3,1.66666666666667,1.5,1.75,1.85714285714286,1.72727272727273,8,29,78,1,1,4.66666666666667,4,4,2,-.44897040104407,-.494603843726722,.240234143079,4.66666666666667,3.5,4.75
107,2,20,3,1.08333333333333,1.25,1,1,1.09090909090909,57,36,76,3.66666666666667,5.33333333333333,5.33333333333333,1,1,1,.677878839409901,.722803302626165,.334026086638265,5,5,3.5
108,2,22,3,1.41666666666667,1.25,1.5,1.57142857142857,1.45454545454545,43,42,41,1,1,1,1,2,2,-.509004520220484,-.605351640276091,-1.06609687321373,5.66666666666667,4.5,3.75
109,1,27,3,2.83333333333333,2.5,3,3,2.81818181818182,50,50,70,1,1.33333333333333,3.33333333333333,4,4,5,-.0629059346367457,-.183978939761502,.108049270071763,3,2.75,4
110,2,23,2,1.91666666666667,2,1.875,1.71428571428571,1.81818181818182,47,44,45,1.33333333333333,1,1.66666666666667,2,5,4,-.213602785411153,-.240373078644931,-.649248147780215,3.66666666666667,2,2.5
111,2,24,3,3.83333333333333,4,3.75,4.14285714285714,4.09090909090909,49,50,100,1,1.33333333333333,2,1,1,6,-.453852453590866,-.539157290385595,.0855454137851061,4.66666666666667,5.5,6.5
112,1,60,5,1.33333333333333,1.5,1.25,1.28571428571429,1.36363636363636,30,30,70,4,4,5,2,2,2,.690454670831456,.317596736986085,.294885903908139,3.33333333333333,1.25,2
113,2,22,3,2.08333333333333,1.5,2.375,2.42857142857143,2.09090909090909,0,20,59,1,1,1,1,4,1,-.904260997732745,-.577846253087836,-1.01937122243755,5.33333333333333,3,2.5
114,2,24,3,1,1,1,1,1,16,49,92,4,4,4.66666666666667,3,3,3,.689018017978743,.608824128450593,.473781616991181,5.33333333333333,4,3
115,2,22,3,1.5,1.5,1.5,1.42857142857143,1.45454545454545,8,44,49,1,1,4,1,1,1,-.830724908893254,-.702346743231333,-.264098225678562,5.33333333333333,4.75,3.75
116,2,31,5,1.5,1.5,1.5,1.57142857142857,1.54545454545455,55,60,73,2,3,4,1,3,3,-.00247818961852928,.357586082959874,.116355956122331,6,5.5,3
117,2,23,3,1.58333333333333,1,1.875,2,1.63636363636364,0,0,0,1,1,1,2,2,1,-.77700949511635,-.993816217294624,-1.49814781990027,6,5.5,5.25
118,2,49,5,3.58333333333333,4.5,3.125,3.28571428571429,3.72727272727273,50,50,50,1,1,3,4,5,1,-.0629059346367457,-.184878139070855,-.54446788637266,5,3.25,3.75
119,2,22,3,2.16666666666667,2.75,1.875,2,2.27272727272727,45,69,89,2,2,3,3,3,3,.161117118155417,.104515089423961,-.0125130422713262,3.66666666666667,2.75,2.5
120,2,28,3,2.91666666666667,3,2.875,3.14285714285714,3.09090909090909,100,100,100,2,3,3.33333333333333,4,4,7,.793929231543309,.838514002035897,.566970395916073,2,2,4.5
121,2,22,4,2.41666666666667,2.25,2.5,2.28571428571429,2.27272727272727,54,13,43,1.66666666666667,2,7,4,3,7,.236626485329382,-.435000225589208,1.14102841414506,3.66666666666667,4.5,3
122,2,29,3,3.41666666666667,3.25,3.5,3.42857142857143,3.36363636363636,99,99,99,7,7,7,3,3,3,2.64365877248817,2.10522021464489,1.19809329590394,4.33333333333333,2,4.75
123,2,64,5,3,2.75,3.125,3.28571428571429,3.09090909090909,50,53,55,5,5.33333333333333,5.66666666666667,5,5,5,1.65434723214523,1.34201262933912,.667565870131832,4,4.5,3
124,2,35,3,4,3.75,4.125,4.14285714285714,4,30,50,64,1.66666666666667,2,4,3,1,7,-.107082015759193,-.289341274716313,.437629341969459,5.66666666666667,3.5,3.25
125,2,23,3,3,3.25,2.875,3.14285714285714,3.18181818181818,25,75,50,1,1,3,5,5,3,-.165454709643759,.0463507758211283,-.322872410357086,5,4.75,3.75
126,2,25,3,2.16666666666667,1.75,2.375,2.14285714285714,2,45,45,71,1,1,2.33333333333333,2,2,6,-.363368995394216,-.577604170489053,-.0569325943435386,3,1.75,1.5
127,2,25,5,1.25,1.5,1.125,1.14285714285714,1.27272727272727,24,35,54,1.33333333333333,2,5,1,1,3,-.552270543441082,-.436776725835796,.271255862299096,4.33333333333333,1.75,1
128,2,21,3,1.16666666666667,1.5,1,1,1.18181818181818,55,56,81,1.66666666666667,2,5,2,4,1,-.00660887477532569,.0869050263558962,.288613406747084,6.33333333333333,4.75,3.75
129,2,21,3,2,2.25,1.875,2,2.09090909090909,50,50,78,1,1,4.33333333333333,2,2,3,-.317408939869535,-.531358387510656,.267320749002932,4.33333333333333,2.5,2
130,2,37,5,1,1,1,1,1,49,50,50,1,1,1.66666666666667,1,6,1,-.453852453590866,-.069384722924255,-.906699217073265,2.66666666666667,1.25,2.5
131,2,22,3,1.08333333333333,1,1.125,1.14285714285714,1.09090909090909,49,30,50,1,1,1,2,3,1,-.326600950974471,-.600848103277643,-1.09240494069458,5,5,4
132,2,22,4,1,1,1,1,1,30,92,39,4.66666666666667,5.33333333333333,5.66666666666667,4,4,3,1.20979768563377,1.58723632042401,.335984538462927,4.66666666666667,4.5,4
133,2,33,3,1.16666666666667,1,1.25,1.28571428571429,1.18181818181818,50,50,88,1,1,2,1,1,1,-.44466044248593,-.646851803657256,-.505481767066285,5.66666666666667,4.25,6.25
134,2,22,3,1.41666666666667,1,1.625,1.71428571428571,1.45454545454545,50,90,100,1,1.66666666666667,5,1,7,7,-.44466044248593,.640162085777134,1.02511462727467,6.33333333333333,3,5.25
135,2,48,3,3.25,3.25,3.25,3.42857142857143,3.36363636363636,48,90,84,2,3,2.33333333333333,4,4,4,.315944654086621,.758886879549937,-.1432571232269,5.33333333333333,4.75,3.75
136,2,33,3,2.58333333333333,2,2.875,2.57142857142857,2.36363636363636,0,0,29,1,1,1.33333333333333,3,3,6,-.649757992499955,-.878322801148023,-.673255159460946,4.66666666666667,4,1
137,2,26,5,2.41666666666667,1.5,2.875,3,2.45454545454545,9,35,60,1,1,2.66666666666667,3,3,5,-.567029892555529,-.554602320299246,-.135893124850858,5.66666666666667,3.25,4.25
138,1,32,5,1,1,1,1,1,50,50,50,1,1,1,1,1,1,-.44466044248593,-.646851803657256,-1.09240494069458,4,3,3.25
139,2,24,4,1.08333333333333,1.25,1,1,1.09090909090909,38,49,58,1,1.66666666666667,1.33333333333333,3,3,3,-.300461570512376,-.209725101416413,-.739009685582604,3.66666666666667,3.5,2
140,1,65,5,1.83333333333333,1,2.25,2.28571428571429,1.81818181818182,37,48,72,1,1,1,1,1,1,-.564156586850102,-.665350116848615,-.913878073844072,6,1.25,1.75
141,2,26,3,3.33333333333333,3.25,3.375,3.57142857142857,3.45454545454545,54,52,90,4.66666666666667,5.66666666666667,4.66666666666667,5,4,7,1.55760664792653,1.32913091115504,.880890988161612,4,4,4
142,2,61,5,3,3.25,2.875,3,3.09090909090909,48,57,38,2,1.66666666666667,4.66666666666667,1,1,1,-.065809853762563,-.353854237473345,-.183701946023425,4.33333333333333,5.5,5.25
143,2,32,3,3.08333333333333,2.75,3.25,3.28571428571429,3.09090909090909,89,91,97,4.33333333333333,4.33333333333333,5.33333333333333,5,4,6,1.7469832420777,1.22917473707168,.99808698574668,5.33333333333333,4.75,4.25
144,1,66,5,4.66666666666667,5,4.5,4.71428571428571,4.81818181818182,7,25,87,1,3.66666666666667,5,1,1,1,-.839916919998191,.0697255702445535,.303718898561468,7,5,4.75
145,2,47,4,2.66666666666667,2.75,2.625,2.85714285714286,2.81818181818182,49,49,49,1,2,4.33333333333333,3,5,5,-.199349448358077,.150518789803575,.210075768542662,2.66666666666667,2.75,5
146,2,65,5,2.08333333333333,1.75,2.25,2.28571428571429,2.09090909090909,24,26,29,6,5,4.66666666666667,2,2,2,1.42977182606832,.625246196073477,-.133736157698522,4,2.75,2.5
147,1,33,5,3.08333333333333,2.25,3.5,3.57142857142857,3.09090909090909,50,50,60,4,4,4,4,4,4,1.12879789816297,.733566701192873,.133862314110779,4,4,4.75
148,1,49,6,2.66666666666667,2.75,2.625,2.57142857142857,2.63636363636364,59,60,59,3.66666666666667,5,4.33333333333333,4,5,4,1.08019461717631,1.25630254053817,.201808491492172,2,1.5,3.5
149,1,33,5,1.25,1.5,1.125,1.14285714285714,1.27272727272727,5,20,100,1,1,5,2,2,2,-.731049439591669,-.808833085381037,.50855383289282,6,2,1.25
150,2,68,6,2.25,3,1.875,2,2.36363636363636,48,48,48,1.33333333333333,3,4,4,4,1,.0500922309265728,.370422302531405,-.284453238652033,7,5,4.25
151,2,65,5,2.66666666666667,2,3,2.85714285714286,2.54545454545455,25,24,45,2.66666666666667,2.66666666666667,5,1,1,1,-.0113736860160499,-.314430319660654,-.000461427433674189,4,1.75,1.5
152,1,33,5,1.41666666666667,1.25,1.5,1.28571428571429,1.27272727272727,27,39,48,1.33333333333333,1.66666666666667,3.66666666666667,5,2,4,-.015688499660695,-.396147537864681,-.0670405878597131,4.33333333333333,2.75,3.5
153,1,30,5,1.41666666666667,1.25,1.5,1.42857142857143,1.36363636363636,50,49,49,5,5,6,7,7,7,1.90773621010329,1.41997563940486,.890561292221062,5,4.5,4.5
154,1,43,5,2.58333333333333,2.5,2.625,2.71428571428571,2.63636363636364,38,41,52,3.66666666666667,3.66666666666667,3,4,3,5,.8850359431074,.418438260229205,-.114079201407791,4.33333333333333,3.75,3.5
155,1,47,5,1.16666666666667,1,1.25,1.28571428571429,1.18181818181818,10,58,37,1,1,1.33333333333333,1,1,1,-.812340886683382,-.572858550891822,-1.10810526632474,5.33333333333333,3.25,4
156,1,49,6,1.33333333333333,1.5,1.25,1.28571428571429,1.36363636363636,30,30,30,1,1,1.33333333333333,2,2,2,-.501249161968261,-.716341519424243,-1.06250744482832,6.33333333333333,4.75,3.25
157,1,65,5,2,1,2.5,2.71428571428571,2.09090909090909,40,50,50,1,1,5,2,3,3,-.409329050918898,-.415864971364056,.202152739425003,5,3.75,1.5
158,1,81,3,1,1,1,1,1,0,0,18,1,2,4,1,1,1,-.904260997732745,-.786226093626241,-.534764860174352,6.33333333333333,1.5,1
159,2,24,3,2.66666666666667,2.5,2.75,2.85714285714286,2.72727272727273,51,51,82,4,4,5.66666666666667,4,4,5,1.13798990926791,.742815857788552,.879801130904,4,4.75,3.25
160,2,45,4,1,1,1,1,1,57,57,98,1,1,7,4,4,2,.00143814309780848,-.2356274590477,1.09063665258196,4,4.25,2.25
161,2,48,4,2.58333333333333,2.25,2.75,2.71428571428571,2.54545454545455,10,50,95,2,2.33333333333333,5,5,5,5,.0970385891712068,.245899914015789,.766004902185869,3.33333333333333,5,6
162,2,64,3,1.08333333333333,1.25,1,1,1.09090909090909,33,50,50,1,1,1.33333333333333,2,2,1,-.473673128653452,-.531358387510656,-.999552078883921,5,1.25,1
163,1,45,4,2.08333333333333,2.25,2,2,2.09090909090909,18,21,27,6,6,4.66666666666667,3,3,3,1.50187126205509,1.03913991471179,-.0437581931299719,5,3,2
164,2,23,4,2.08333333333333,2,2.125,2,2,20,20,100,1,1,5,2,2,7,-.593169273017624,-.808833085381037,1.03504056012092,4,1.5,2
165,2,38,5,3.16666666666667,2.25,3.625,3.57142857142857,3.09090909090909,0,40,42,1,1,1.66666666666667,3,6,3,-.649757992499955,-.161876288881048,-.766068612271525,3.66666666666667,4,4.75
166,2,54,5,2.25,2.5,2.125,2.14285714285714,2.27272727272727,10,37,69,2,4,5.66666666666667,2,2,4,-.287854773133748,.382340833155841,.665040263726403,4,3.25,2.75
167,2,24,5,3,3,3,3.14285714285714,3.09090909090909,50,50,100,1.33333333333333,1,5.33333333333333,4,4,6,.0694886667269658,-.300371555217456,1.02929745249793,6,5,4
168,1,54,6,1.5,2.25,1.125,1.14285714285714,1.54545454545455,39,60,59,1,2.33333333333333,1.66666666666667,1,2,1,-.545772564640229,.00930743590136667,-.83672553766358,5,2.75,2.75
169,1,30,6,1.66666666666667,1,2,2,1.63636363636364,47,48,48,4,4,4.33333333333333,3,3,2,.973970362231768,.599574971854914,-.0693466865636764,3.66666666666667,3.75,3.75
170,2,38,5,2.33333333333333,2.25,2.375,2.57142857142857,2.45454545454545,0,0,6,1.66666666666667,2,3,1,1,1,-.637345354140071,-.786226093626241,-.901521620073667,6.66666666666667,3.25,3.5
171,1,30,5,2.5,2,2.75,2.85714285714286,2.54545454545455,50,50,80,1.66666666666667,1.66666666666667,3,6,6,6,.456437080165571,.15470240580336,.208672741533702,4,3,2.75
172,2,61,5,2.16666666666667,1.75,2.375,2.28571428571429,2.09090909090909,20,36,44,1,1,2.33333333333333,1,1,5,-.720420775634019,-.776339995996767,-.378435573699823,6.33333333333333,2.25,3.5
173,2,68,3,2.75,3,2.625,2.71428571428571,2.81818181818182,9,74,100,1,1,5.66666666666667,4,7,6,-.439778389939134,.26808845151865,1.12521035315592,4.66666666666667,3,5
174,2,38,5,2.08333333333333,1.75,2.25,2.14285714285714,2,24,47,85,1.33333333333333,1.66666666666667,5.66666666666667,1,1,1,-.550194909417937,-.459210246900972,.486926695012362,4.33333333333333,2.75,1.75
175,2,41,5,1.5,1.5,1.5,1.42857142857143,1.45454545454545,10,50,20,2,2,3,1,1,1,-.416118689340663,-.306372059473688,-.784853575048735,5.33333333333333,4.5,4
176,2,36,5,2.66666666666667,1.25,3.375,3.71428571428571,2.81818181818182,5,48,97,1.33333333333333,5,6.66666666666667,2,2,2,-.599667251818478,.807530515134507,.992728972034527,3.66666666666667,2.75,6
177,1,30,4,2.41666666666667,2.25,2.5,2.42857142857143,2.36363636363636,48,48,47,1.66666666666667,3.33333333333333,3.33333333333333,4,4,4,.183550052722909,.461086031045691,-.180994278948066,4,2.25,4
178,2,37,5,1,1,1,1,1,0,0,0,1,1,1,1,1,1,-.904260997732745,-1.10930963344122,-1.49814781990027,3.66666666666667,1.75,4.25
179,2,38,5,1.83333333333333,1.5,2,2.14285714285714,1.90909090909091,52,49,48,2,2.33333333333333,3,4,3,1,.353775918938991,.00566392512690894,-.569877718082905,5.33333333333333,2.75,3.75
180,2,41,6,2.75,2.5,2.875,2.85714285714286,2.72727272727273,50,50,50,1,4,3,5,7,5,.064345567979649,1.06754792577305,-.153220821115847,3.66666666666667,3.75,2.5
181,2,40,4,2,2,2,2,2,50,53,52,5,4.66666666666667,6.33333333333333,1,1,1,1.14220236722388,.630222949083432,.425439800354633,5.33333333333333,3,2.5
182,2,44,6,1.41666666666667,1.25,1.5,1.57142857142857,1.45454545454545,16,45,46,2,1,2,4,2,2,.0217494918865543,-.577604170489053,-.75308407755587,6.66666666666667,5,6
183,2,38,5,2.5,2.75,2.375,2.57142857142857,2.63636363636364,0,74,81,1,2,4.66666666666667,1,2,2,-.904260997732745,.0137049106006311,.261518676984002,5.33333333333333,3.25,1.75
184,2,37,6,1.5,1.25,1.625,1.71428571428571,1.54545454545455,45,56,65,2,2.66666666666667,5.66666666666667,3,5,5,.160104704564897,.426485571230111,.735728474279387,5.66666666666667,4,4.25
185,2,37,5,3.25,1.5,4.125,4.57142857142857,3.45454545454545,4,41,94,1,2.66666666666667,6,1,1,7,-.867492953313,-.153028316247564,1.25572988350618,2.66666666666667,1.25,1.25
186,2,37,5,1.08333333333333,1,1.125,1.14285714285714,1.09090909090909,41,70,50,2,2.33333333333333,3,3,5,2,.124349073735672,.465310035055336,-.435200167788543,5.33333333333333,4.25,1.5
187,2,36,5,2.75,2.25,3,2.85714285714286,2.63636363636364,76,94,99,2.33333333333333,4.33333333333333,6,3,4,6,.579527284204779,1.24822410467442,1.19696238568888,6,1.75,2
188,2,39,5,1.66666666666667,1,2,1.85714285714286,1.54545454545455,49,50,50,1,1,3.66666666666667,1,1,1,-.453852453590866,-.646851803657256,-.361822201598688,4,3.25,1
189,2,36,5,3.33333333333333,4,3,3.28571428571429,3.54545454545455,26,25,63,2.66666666666667,4.33333333333333,3.33333333333333,4,4,6,.37856041934755,.593001514815175,.154392907872406,5,4,4
190,2,38,5,1,1,1,1,1,20,55,55,4,2.33333333333333,5.33333333333333,3,3,3,.725836869240593,.061158864700985,.372223581693865,4.66666666666667,2.75,1
191,1,25,3,1.08333333333333,1.25,1,1,1.09090909090909,30,50,30,1,1,1,3,3,1,-.373997659351866,-.415864971364056,-1.25470209237685,5.66666666666667,2.75,4.25
192,1,20,3,2.75,2.75,2.75,2.85714285714286,2.81818181818182,12,38,71,3.33333333333333,4,5.66666666666667,2,4,5,.262234095396221,.639607606802095,.797403591477653,5,3,3.25
193,1,28,3,2.25,2.25,2.25,2.42857142857143,2.36363636363636,19,19,19,1,1,1,6,6,3,-.0933552736569818,-.356108577390315,-1.14528195432636,4.33333333333333,3.75,3.5
194,1,32,3,3.08333333333333,3.5,2.875,3,3.18181818181818,0,10,89,1,1.33333333333333,6,2,3,4,-.77700949511635,-.678136721919569,.917130238371996,5,4.5,4
195,1,41,3,3.25,3,3.375,3.42857142857143,3.27272727272727,35,50,100,2.66666666666667,4,7,3,3,5,.331961382652436,.618073285046272,1.4048917249638,5.66666666666667,5,6.25
196,1,32,3,3,1,4,3.85714285714286,2.81818181818182,0,0,0,1,1,1,1,1,3,-.904260997732745,-1.10930963344122,-1.29946424842452,4.66666666666667,2.5,3.5
197,1,33,3,2.25,1.75,2.5,2.42857142857143,2.18181818181818,10,10,50,1,1,2.33333333333333,1,3,4,-.812340886683382,-.78583123519123,-.426028175085674,4.66666666666667,1,2.5
198,1,33,2,4,4,4,3.85714285714286,3.90909090909091,47,47,85,4,3,5,1,1,1,.719467356998979,-.00233788726145034,.308086865389955,5,3.5,4.25
199,1,27,3,2,2.25,1.875,2,2.09090909090909,20,20,60,1,1,1,1,1,1,-.720420775634019,-.924326501527637,-1.01125636485344,3.66666666666667,2.25,6.5
200,1,33,3,2.33333333333333,1.25,2.875,2.85714285714286,2.27272727272727,50,50,50,4,4,4,3,3,3,1.00154639554658,.618073285046272,-.0466280474682317,3.66666666666667,1,1
201,1,44,3,1.66666666666667,1,2,2.14285714285714,1.72727272727273,50,50,50,1,1,1,1,1,1,-.44466044248593,-.646851803657256,-1.09240494069458,3,2.5,1
202,1,19,1,1.41666666666667,1.25,1.5,1.57142857142857,1.45454545454545,59,59,100,1,1.33333333333333,5.33333333333333,1,4,7,-.361932342541503,-.10943463258468,1.10498151739175,6.66666666666667,6,5
203,1,27,3,2.33333333333333,2.5,2.25,2.42857142857143,2.45454545454545,50,50,100,1,1.33333333333333,6,3,7,5,-.19015743725314,.153803206494006,1.10573545753512,4.66666666666667,2.5,5
204,1,34,3,3.75,2.25,4.5,4.42857142857143,3.63636363636364,38,25,43,2,2,3.66666666666667,2,2,7,-.0304784621955314,-.41794121693253,.197276375432241,4.66666666666667,2.75,4.25
205,1,42,3,1,1,1,1,1,0,39,100,1,1,5,1,1,1,-.904260997732745,-.748592526209729,.409212047154947,6,7,1
206,1,35,3,1.75,1.75,1.75,1.85714285714286,1.81818181818182,50,60,60,1,1.66666666666667,3,4,5,3,-.0629059346367457,.12300245342926,-.267695777903115,4.66666666666667,3.5,2.25
207,1,53,3,2.83333333333333,2.25,3.125,3.14285714285714,2.81818181818182,48,45,90,3,3,2.66666666666667,4,1,7,.707003169792528,.00525810610006894,.283324269608474,3.66666666666667,2.5,1.75
208,1,33,3,3.25,3.5,3.125,3.14285714285714,3.27272727272727,50,50,50,4,4,4,4,4,4,1.12879789816297,.733566701192873,.0527137382696412,5,2.25,4.25
209,1,53,3,1.66666666666667,1.25,1.875,1.85714285714286,1.63636363636364,38,48,70,3.33333333333333,3.33333333333333,5,3,3,3,.627516279992544,.345592614899091,.364449891107279,5,4.75,4
210,1,64,3,2.83333333333333,4,2.25,2.42857142857143,3,47,42,99,6,7,7,2,2,2,1.64118808148185,1.46252487254457,1.09875151016607,5,2.25,3
211,1,33,3,3.16666666666667,2,3.75,3.57142857142857,3,31,31,100,1.66666666666667,1,7,6,4,7,.280725648739156,-.476105530535363,1.60357529643955,3.33333333333333,1,4.25
212,1,63,2,1.41666666666667,1.5,1.375,1.42857142857143,1.45454545454545,50,50,50,1.66666666666667,2,5,1,1,1,-.180883653349027,-.31090382037144,.0172009559470671,6.66666666666667,3.5,5
213,1,58,3,2.83333333333333,1.75,3.375,3.42857142857143,2.81818181818182,49,49,100,2.33333333333333,3.33333333333333,6.66666666666667,1,1,2,.0767891722966051,.145052065245485,1.00714761194062,3.66666666666667,3,4.5
214,1,61,3,1.25,1.25,1.25,1.28571428571429,1.27272727272727,50,50,50,1.66666666666667,2,5,1,1,1,-.178808019325881,-.323768263842273,.010335061948162,5,3.75,2
215,1,59,3,2,2,2,2,2,39,61,52,1.66666666666667,3.66666666666667,3.66666666666667,1,6,3,-.279920141480181,.949901640582592,-.140043020955809,5.33333333333333,2.25,3.25
216,1,56,3,2.25,2.25,2.25,2.28571428571429,2.27272727272727,49,68,51,3.66666666666667,2.66666666666667,3,1,1,1,.607532411868286,.101230672733529,-.512695307944491,6.33333333333333,5,4
217,1,51,3,1.66666666666667,1.25,1.875,2,1.72727272727273,9,30,90,6.66666666666667,2.66666666666667,2.33333333333333,2,3,1,1.5567316690638,-.0536774347350449,-.375801508090686,5.33333333333333,2.5,3.75
218,1,66,3,3.41666666666667,2.25,4,3.85714285714286,3.27272727272727,12,46,80,1.33333333333333,2.33333333333333,4.66666666666667,2,2,2,-.534310760493403,-.103149971680769,.283181617938621,3.66666666666667,4.5,3.75
219,1,57,3,2.83333333333333,2.75,2.875,3,2.90909090909091,50,50,90,3.66666666666667,3.33333333333333,4.66666666666667,3,4,3,.870164207773386,.496615128994424,.463671979517632,4.66666666666667,3.75,4
220,1,42,3,1.83333333333333,1.5,2,1.57142857142857,1.54545454545455,8,13,24,1,1,1,1,1,7,-.830724908893254,-.989070597697392,-.707340523454298,4,1,1.25
221,1,43,3,1.08333333333333,1,1.125,1.14285714285714,1.09090909090909,0,0,0,1,1,1,1,1,1,-.904260997732745,-1.10930963344122,-1.49814781990027,6.33333333333333,4.5,3.75
222,1,36,3,3.5,2.5,4,4.42857142857143,3.72727272727273,17,100,100,1,6.33333333333333,7,1,3,3,-.747996808948828,1.87335145775558,1.20620815348806,6.33333333333333,3.25,3
223,1,61,3,2.66666666666667,1,3.5,3.57142857142857,2.63636363636364,49,49,79,3,3,4,2,1,3,.474145979803549,-.00993388062296958,.158925023932336,3,1.25,1.5
224,1,27,3,2.25,2.5,2.125,2.28571428571429,2.36363636363636,50,50,60,1,1,3.33333333333333,3,3,3,-.19015743725314,-.415864971364056,-.154991050399971,4.66666666666667,3,3.25
225,1,60,2,2.33333333333333,2.75,2.125,2.28571428571429,2.45454545454545,12,85,17,1,5.33333333333333,2.66666666666667,1,1,1,-.793956864473509,1.15898119105708,-.911231126153749,5.66666666666667,2.75,1.5
226,1,23,3,1.33333333333333,1.25,1.375,1.42857142857143,1.36363636363636,50,50,50,1,1,1,4,4,4,-.0629059346367457,-.300371555217456,-.794379583480958,4.33333333333333,3.25,2.25
227,1,44,3,3.16666666666667,2.25,3.625,3.57142857142857,3.09090909090909,20,20,20,1,1,2,3,2,3,-.465917770401229,-.808833085381037,-.858608511310278,3.66666666666667,2,1.75
228,1,32,3,1.25,1.5,1.125,1.14285714285714,1.27272727272727,11,93,56,1,1.66666666666667,3.33333333333333,2,4,1,-.675897372962051,.325595648410912,-.396059985058416,6,3.5,5.25
229,1,52,2,1.41666666666667,1.25,1.5,1.42857142857143,1.36363636363636,11,29,30,1,1,1.33333333333333,1,1,1,-.803148875578445,-.841084092166523,-1.1618492305662,5,4.5,3.75
230,1,49,3,2.75,1,3.625,3.57142857142857,2.63636363636364,0,30,100,1,1.66666666666667,5.66666666666667,1,1,1,-.904260997732745,-.603581465556688,.618575491620313,4.33333333333333,2.5,1
231,1,68,3,2.08333333333333,1,2.625,2.57142857142857,2,24,49,49,1.33333333333333,1.66666666666667,5,2,1,3,-.422943406801542,-.440711933709614,.220755641532282,3.33333333333333,3.75,3
232,1,40,3,1.5,1.5,1.5,1.57142857142857,1.54545454545455,8,13,8,1,1,1.33333333333333,1,3,1,-.830724908893254,-.758083765404192,-1.34343613626404,3,2.5,3
233,1,43,3,3.33333333333333,1.25,4.375,4.28571428571429,3.18181818181818,5,6,91,1,2,4,2,4,7,-.731049439591669,-.375552803428071,.663596390739437,4,1.75,1.25
234,1,30,3,1.08333333333333,1.25,1,1,1.09090909090909,8,71,33,1,1,1,1,2,1,-.830724908893254,-.33712609900139,-1.23035751962451,6.33333333333333,4.5,3.25
235,1,62,3,1.5,1.75,1.375,1.42857142857143,1.54545454545455,18,60,50,2.66666666666667,1,6,2,1,1,.0453576436384585,-.554360237700463,.309491329376844,4.33333333333333,1.25,2.25
236,1,52,3,1.66666666666667,1.5,1.75,1.85714285714286,1.72727272727273,50,50,50,1,2,2,3,3,3,-.19015743725314,-.0927814315490728,-.615162783786864,5.33333333333333,1.75,4
237,1,37,3,1.16666666666667,1,1.25,1.28571428571429,1.18181818181818,50,50,70,1.66666666666667,1.33333333333333,4.33333333333333,1,1,4,-.181896066939547,-.526292846914762,.300997857763668,5.66666666666667,1.75,1
238,1,32,3,1.91666666666667,1.75,2,2.14285714285714,2,70,51,90,1.33333333333333,6.33333333333333,7,1,6,7,-.127362398590867,1.77495571558017,1.52242672059841,2.33333333333333,4.25,3
239,1,28,3,1.5,1.25,1.625,1.71428571428571,1.54545454545455,50,50,70,1,1,3,2,3,3,-.317408939869535,-.415864971364056,-.180427124367299,4.33333333333333,1,3.5
240,1,46,3,3.66666666666667,3,4,4.14285714285714,3.72727272727273,59,91,100,1.66666666666667,1.66666666666667,1.66666666666667,1,1,1,-.0950166989488295,-.0522473566910814,-.507076415562253,6.66666666666667,7,5.5
241,1,65,3,3.41666666666667,4,3.125,3.14285714285714,3.45454545454545,28,53,47,3.66666666666667,4.66666666666667,5.33333333333333,3,3,4,.663788695418496,.869907883560925,.393660535065244,4.66666666666667,3.5,4.75
242,1,39,3,3.33333333333333,1.5,4.25,4.28571428571429,3.27272727272727,100,100,100,3.33333333333333,3,3,7,7,7,1.70850261298732,1.15473360263628,.44814559071825,4,3,1
243,1,74,3,3.83333333333333,2,4.75,5,3.90909090909091,0,0,52,1,1,4,1,1,7,-.904260997732745,-1.10930963344122,.346371128654772,5.66666666666667,1,7
244,1,40,3,2.66666666666667,2.5,2.75,2.71428571428571,2.63636363636364,18,19,19,1,1,1,1,1,1,-.738804797843891,-.933575658123316,-1.3439655258021,6,4.75,2.75
245,1,63,3,1.66666666666667,1.25,1.875,1.85714285714286,1.63636363636364,4,47,98,5.33333333333333,6,3.66666666666667,1,1,1,.851764457760523,1.04863115390625,.0307510012861143,4,2,1.25
246,1,63,3,3.25,2,3.875,4.14285714285714,3.36363636363636,50,50,50,1.66666666666667,2.33333333333333,3.66666666666667,4,4,4,.199858440909636,.139104600053481,-.0538709115388247,4.66666666666667,2.5,4
247,1,55,3,1.75,1.75,1.75,1.57142857142857,1.63636363636364,29,62,61,3,3,4.66666666666667,1,2,2,.15368849856322,.260225560393422,.102281564149065,5.33333333333333,4,2.25
